NCIt Subset Code,CDRH Subset Name,NCIt Concept Code,NCIt Preferred Term,NCIt Definition,CDRH Preferred Term,CDRH Source Code,CDRH Definition,IMDRF Code
C54577,Medical Device Component,C49947,Fan Device,A device designed to create an air current through the rotation of a planar surface.,Fan/Blower,4736,A component designed to create an air current through the rotation of a planar surface.,IMDRF:G04051
C54577,Medical Device Component,C49948,Fastener Device,A device designed to hold something in place.,Fastener,810,A component designed to hold items in place.,IMDRF:G04052
C54577,Medical Device Component,C89528,Adhesive Device,Any substance that affixes 2 or more parts or tissues together.,Adhesive,3194,"Any substance that affixes 2 or more surfaces together. This may be supplied separately, or attached to another item such as tape.",IMDRF:G0405201
C54577,Medical Device Component,C49847,Bolt Device,A screw designed to thread into a nut to form a fastener.,Bolt,741,A cylindrical connector element which may have a thread/nut connection to form a fastener.,IMDRF:G0405202
C54577,Medical Device Component,C49872,Clamp Device,A device designed to hold things firmly together.,Clamp,757,A component designed to mechanically hold items firmly together.,IMDRF:G0405203
C54577,Medical Device Component,C49873,Clip Device,A small device designed to hold and attach items together.,Clip,758,A small component designed to hold and attach items together.,IMDRF:G0405204
C54577,Medical Device Component,C171978,Fixation Wire,A metal strand designed to affix the position of two or more structures.,Fixation Wire,4737,A metal strand designed for structural or other purpose.,IMDRF:G0405205
C54577,Medical Device Component,C54022,Latch Device,A fastening device for a swinging part usually consisting of a bar that is retained in a slot.,Latch,1030,A fastening component for a mobile part usually consisting of a bar that is retained in a slot.,IMDRF:G0405206
C54577,Medical Device Component,C172012,Nail Device,A pin-shaped fastener with a sharp point at one end and usually flat on the other end.,Nail,4738,A pin-shaped fastener with a sharp point at one end and usually flat on the other end.,IMDRF:G0405207
C54577,Medical Device Component,C50084,Nut Device,A threaded fastener designed to engage a bolt.,Nut,891,A threaded fastener designed to engage a bolt.,IMDRF:G0405208
C54577,Medical Device Component,C50101,Pin Device,"A small, slender object designed to secure another object.",Pin,906,"A small, slender separate component which is designed to secure another object.",IMDRF:G0405209
C54577,Medical Device Component,C50124,Prong Device,"Any pointed projection on a device, usually one designed to attach a device to something else.",Prong,504,"A projecting pointed part of a device, usually one designed to attach a device to something else.",IMDRF:G0405210
C54577,Medical Device Component,C50144,Retainer Device,A physical device designed to hold something in place.,Retainer,938,A physical component designed to hold items in place.,IMDRF:G0405211
C54577,Medical Device Component,C50151,Rivet Device,"A fastening device resembling a heavy pin, having a head on one end and designed to have the other end flattened after passing through the pieces to be connected.",Rivet,944,"A fastening component resembling a heavy pin, having a head on one end and designed to have the other end flattened after passing through the parts to be connected.",IMDRF:G0405212
C54577,Medical Device Component,C50161,Screw Device,A fastener device with a tapered threaded shaft and a head designed to engage a drive device.,Screw,568,A fastening component with a tapered threaded shaft and a head designed to engage with a driving tool.,IMDRF:G0405213
C54577,Medical Device Component,C50307,Staple Device,A fastening device consisting of a bent wire designed to pierce and hold.,Staple,3110,A fastening component consisting of a bent wire designed to pierce and hold two or more surfaces together.,IMDRF:G0405214
C54577,Medical Device Component,C50365,Suture Device,"A natural (e.g., catgut, silk, or linen) or synthetic, or other (e.g., thin metal wire) monofilament or multifilament material used surgically to close a surgical or accidental wound and to secure apposition of the edges and join tissues.",Suture Thread,3114,"A monofilament or multifilament material used surgically to close a wound, join tissues, or fasten components of a device (e.g. fabric to wire stent frame).",IMDRF:G0405215
C54577,Medical Device Component,C50209,Tape Device,"A long, thin, flat, flexible material often used for measuring, binding or fastening, or as a recording medium.",Tape for Fixation,990,"A long, thin, flat, flexible material often used for binding or fastening.",IMDRF:G0405216
C54577,Medical Device Component,C49952,Fiber Device,"Any device made from a long, slender material.",Fiber,814,"Any component made from a long, slender material.",IMDRF:G04053
C54577,Medical Device Component,C49956,Filter Device,A device designed to remove something from whatever passes through it.,Filter,816,A component designed to remove something from whatever passes through it.,IMDRF:G04054
C54577,Medical Device Component,C49959,Flange Device,A protruding edge designed to strengthen or stabilize a device or facilitate its attachment to a surface.,Flange,457,A protruding edge designed to strengthen or stabilize a device or facilitate its attachment to a surface.,IMDRF:G04055
C54577,Medical Device Component,C49961,Foil Device,"A thin, flexible sheet of metal.",Foil,818,"A thin, flexible sheet of metal.",IMDRF:G04056
C54577,Medical Device Component,C171981,Gas Exchanger Device,Component that is used to transfer gasses between two or more locations.,Gas Exchanger,4739,Component that is used to transfer gasses between two or more locations.,IMDRF:G04057
C54577,Medical Device Component,C49968,Gasket Device,A preformed material designed to form a seal between connecting surfaces.,Gasket,823,A preformed material designed to form a seal between connecting surfaces.,IMDRF:G04058
C54577,Medical Device Component,C49969,Gear Device,A toothed wheel designed to mesh with another toothed object and transmit motion.,Gears,565,A toothed wheel designed to mesh with another toothed object and transmit motion.,IMDRF:G04059
